"value";"rent";"ftotinc";"eldch";"yngch";"age";"occscore";"sei";"inctot";"incwage";"incbus";"incss";"incwelfr";"incother";"poverty";"gq";"gqtypeg";"farm";"ownershg";"nfams";"ncouples";"nmothers";"nfathers";"momloc";"stepmom";"momrule";"poploc";"steppop";"poprule";"sploc";"sprule";"famsize";"nchild";"nchlt5";"famunit";"nsibs";"relateg";"sex";"raceg";"marst";"chborn";"school";"educrec";"schltype";"empstatg";"labforce";"classwkg";"wkswork2";"hrswork2";"yrlastwk";"workedyr";"incfarm";"migrat5g";"movedin";"vetstat";"binaryClass"
999999;512;30378;99;99;3;0;0;0;999999;999999;99999;99999;99999;205;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"1";"0";"Other_relatives";"Male";"Other_Asian_or_Pacific";"Never_married_single";"No_children";"No_not_in_school";"None_or_preschool";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"Yes";"999999";"Moved_place_not_reported";"0";"No_Service";"P"
999999;512;8560;99;99;10;0;0;0;999999;999999;99999;99999;99999;86;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"2";"0";"0";"1";"0";"0";"0";"1";"3";"1";"0";"0";"3";"0";"0";"1";"1";"Child";"Male";"White";"Never_married_single";"No_children";"No_not_in_school";"Grade_1-4";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"Yes";"999999";"Moved_place_not_reported";"0";"No_Service";"P"
999999;512;10000;12;11;34;14;26;0;0;0;0;0;0;80;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"4";"2";"0";"1";"0";"Spouse";"Female";"White";"Married_spouse_present";"2__children";"No_not_in_school";"Grade_9";"Not_enrolled";"Not_in_labor_force";"No_not_in_labor_force";"Self-employed";"50-52_weeks";"40_hours";"Worked_2_yrs_prior";"No";"0";"Same_house";"0";"No_Service";"P"
112500;0;69706;32;22;61;23;18;31430;30616;0;0;0;0;452;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"2";"1";"5";"3";"0";"1";"0";"Head_Householder";"Male";"White";"Married_spouse_present";"No_children";"No_not_in_school";"None_or_preschool";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"49-59_hours";"Never_worked";"Yes";"0";"Same_house";"6";"No_Service";"P"
225000;0;23000;99;99;53;23;18;23000;23000;0;0;0;0;277;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"2";"0";"0";"1";"0";"Head_Householder";"Male";"White";"Married_spouse_present";"No_children";"No_not_in_school";"Grade_12";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"Yes";"0";"Same_house";"6";"Yes";"P"
350000;0;68323;99;99;22;27;72;4797;4662;0;0;0;0;501;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"1";"1";"1";"2";"0";"1";"1";"0";"1";"0";"0";"3";"0";"0";"1";"0";"Child";"Male";"Japanese";"Never_married_single";"No_children";"No_not_in_school";"4+_years_of_college";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"14-26_weeks";"41-48_hours";"Never_worked";"Yes";"0";"Same_house";"0";"No_Service";"P"
4e+05;0;103917;99;99;26;26;58;1500;1500;0;0;0;0;501;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"1";"2";"1";"2";"0";"1";"1";"0";"1";"0";"0";"4";"0";"0";"1";"0";"Child";"Female";"White";"Never_married_single";"No_children";"Yes_in_school";"4+_years_of_college";"Public_school";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"1-13_weeks";"30-34_hours";"Never_worked";"Yes";"0";"Same_house";"0";"No_Service";"P"
999999;212;41700;99;99;62;27;64;16500;14000;0;0;0;0;501;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"2";"2";"0";"0";"1";"0";"Head_Householder";"Female";"White";"Married_spouse_present";"No_children";"No_not_in_school";"1_to_3_years_of_college";"Not_enrolled";"Not_in_labor_force";"No_not_in_labor_force";"Works_for_wages_salary";"48-49_weeks";"40_hours";"Worked_previous_yr";"Yes";"0";"Same_house";"6";"No_Service";"P"
187500;0;25065;99;99;61;30;24;25065;24880;0;0;0;0;302;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"2";"0";"0";"1";"0";"Head_Householder";"Male";"White";"Married_spouse_present";"No_children";"No_not_in_school";"1_to_3_years_of_college";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"27-39_weeks";"40_hours";"Never_worked";"Yes";"0";"Same_house";"6";"No_Service";"P"
225000;0;37397;99;99;1;0;0;0;999999;999999;99999;99999;99999;375;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"1";"1";"1";"2";"0";"1";"1";"0";"1";"0";"0";"3";"0";"0";"1";"0";"Child";"Female";"White";"Never_married_single";"No_children";"No_not_in_school";"1_to_3_years_of_college";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"Yes";"999999";"Moved_place_not_reported";"0";"No_Service";"P"
137500;0;52015;99;99;16;20;8;615;615;0;0;0;0;298;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"1";"2";"1";"1";"0";"1";"2";"0";"1";"0";"0";"6";"0";"0";"1";"2";"Child";"Female";"Black_Negro";"Never_married_single";"No_children";"Yes_in_school";"Grade_11";"Public_school";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"1-13_weeks";"15-29_hours";"Never_worked";"Yes";"0";"Same_house";"0";"No_Service";"P"
999999;462;16000;99;99;20;20;8;6000;6000;0;0;0;0;93;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"Partner_friend_visitor";"Male";"White";"Never_married_single";"No_children";"No_not_in_school";"1_to_3_years_of_college";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Worked_current_yr";"Yes";"0";"Moved_place_not_reported";"0";"No_Service";"P"
275000;0;57188;99;99;27;31;65;19537;18700;0;0;0;0;321;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"1";"1";"1";"2";"0";"1";"1";"0";"1";"0";"0";"6";"0";"0";"1";"3";"Child";"Male";"White";"Never_married_single";"No_children";"No_not_in_school";"4+_years_of_college";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"49-59_hours";"Never_worked";"Yes";"0";"Same_house";"0";"No_Service";"P"
999999;512;9888;99;99;12;0;0;0;999999;999999;99999;99999;99999;78;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"4";"0";"0";"1";"2";"Child";"Male";"White";"Never_married_single";"No_children";"Yes_in_school";"Grade_5-8";"Public_school";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"Yes";"999999";"Moved_place_not_reported";"0";"No_Service";"P"
999999;725;76500;99;99;25;22;61;26500;26500;0;0;0;0;501;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"0";"1";"0";"Spouse";"Female";"White";"Married_spouse_present";"No_children";"No_not_in_school";"Grade_12";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"35-39_hours";"Never_worked";"Yes";"0";"Moved_place_not_reported";"0";"No_Service";"P"
999999;675;50000;99;99;1;0;0;0;999999;999999;99999;99999;99999;501;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"1";"1";"1";"1";"2";"0";"1";"1";"0";"1";"0";"0";"3";"0";"0";"1";"0";"Child";"Female";"White";"Never_married_single";"No_children";"No_not_in_school";"1_to_3_years_of_college";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"Yes";"999999";"Moved_place_not_reported";"0";"No_Service";"P"
999999;1000;82800;99;99;11;0;0;0;999999;999999;99999;99999;99999;484;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"1";"1";"1";"1";"2";"0";"1";"1";"0";"1";"0";"0";"6";"0";"0";"1";"3";"Child";"Male";"White";"Never_married_single";"No_children";"Yes_in_school";"Grade_5-8";"Private_school_(19601990)";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"Yes";"999999";"Moved_place_not_reported";"0";"No_Service";"P"
225000;0;104018;18;18;40;24;44;37018;37000;0;0;0;0;501;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"3";"1";"0";"1";"0";"Spouse";"Female";"Black_Negro";"Married_spouse_present";"1_child";"No_not_in_school";"1_to_3_years_of_college";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"Yes";"0";"Moved_place_not_reported";"0";"No_Service";"P"
275000;0;109500;99;99;23;11;18;22000;22000;0;0;0;0;341;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"3";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"3";"0";"Other_non-relatives";"Male";"White";"Never_married_single";"No_children";"No_not_in_school";"4+_years_of_college";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"27-39_weeks";"40_hours";"Never_worked";"Yes";"0";"Moved_place_not_reported";"0";"No_Service";"P"
999999;462;14000;99;99;15;0;0;0;999999;999999;0;0;0;140;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"1";"0";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"3";"0";"0";"1";"1";"Child";"Female";"Black_Negro";"Never_married_single";"No_children";"Yes_in_school";"Grade_9";"Public_school";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"Yes";"999999";"Same_house";"0";"No_Service";"P"
999999;1000;106010;99;99;19;0;0;1010;0;0;1010;0;0;501;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"1";"1";"1";"1";"1";"7";"1";"2";"0";"1";"0";"0";"4";"0";"0";"1";"1";"Child";"Male";"Black_Negro";"Never_married_single";"No_children";"Yes_in_school";"Grade_12";"Public_school";"Not_in_labor_force";"No_not_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"No";"0";"Moved_place_not_reported";"0";"No_Service";"P"
225000;0;24355;99;99;44;22;18;3000;3000;0;0;0;0;251;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"1";"1";"1";"2";"0";"1";"1";"0";"1";"0";"0";"3";"0";"0";"1";"0";"Child";"Male";"White";"Divorced";"No_children";"No_not_in_school";"Grade_12";"Not_enrolled";"Unemployed";"Yes_in_labor_force";"Works_for_wages_salary";"27-39_weeks";"40_hours";"Worked_current_yr";"Yes";"0";"Same_house";"0";"No_Service";"P"
999999;675;39052;15;2;39;30;67;8400;0;0;0;0;8400;311;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"2";"2";"4";"2";"1";"1";"0";"Head_Householder";"Female";"White";"Married_spouse_present";"3";"No_not_in_school";"4+_years_of_college";"Not_enrolled";"Unemployed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Worked_3-5_yrs_ago";"No";"0";"Same_house";"6";"No_Service";"P"
4e+05;0;96500;99;99;17;11;16;2000;2000;0;0;0;0;501;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"1";"1";"1";"2";"0";"1";"1";"0";"1";"0";"0";"4";"0";"0";"1";"1";"Child";"Female";"White";"Never_married_single";"No_children";"Yes_in_school";"Grade_11";"Public_school";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"48-49_weeks";"1-14_hours";"Never_worked";"Yes";"0";"Same_house";"0";"No_Service";"P"
999999;675;10156;99;99;73;0;0;6576;0;0;6576;0;0;111;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"Partner_friend_visitor";"Male";"White";"Divorced";"No_children";"No_not_in_school";"Grade_12";"Not_enrolled";"Not_in_labor_force";"No_not_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Worked_more_than_10_yrs_ago";"No";"0";"Same_house";"0";"Yes";"P"
999999;137;7920;99;99;76;0;0;7920;0;0;7920;0;0;133;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"Head_Householder";"Female";"White";"Widowed";"3";"No_not_in_school";"Grade_5-8";"Not_enrolled";"Not_in_labor_force";"No_not_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Worked_more_than_10_yrs_ago";"No";"0";"Same_house";"5";"No_Service";"P"
22500;0;24109;38;38;80;0;0;7509;0;0;5724;0;0;322;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0";"1";"0";"Head_Householder";"Female";"White";"Widowed";"4";"No_not_in_school";"Grade_12";"Not_enrolled";"Not_in_labor_force";"No_not_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Worked_more_than_10_yrs_ago";"No";"0";"Same_house";"6";"No_Service";"P"
95000;0;52000;99;99;27;23;18;20000;20000;0;0;0;0;263;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"3";"2";"1";"1";"0";"0";"0";"0";"0";"0";"7";"1";"7";"0";"0";"1";"0";"Other_relatives";"Male";"White";"Married_spouse_present";"No_children";"No_not_in_school";"Grade_9";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"Yes";"0";"Moved_place_not_reported";"0";"No_Service";"P"
999999;487;9864;99;99;0;0;0;0;999999;999999;99999;99999;99999;99;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"1";"1";"1";"1";"2";"0";"1";"1";"0";"1";"0";"0";"3";"0";"0";"1";"0";"Child";"Female";"White";"Never_married_single";"No_children";"No_not_in_school";"1_to_3_years_of_college";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"Yes";"999999";"Moved_place_not_reported";"0";"No_Service";"P"
999999;0;999999;99;99;30;0;0;0;0;0;0;0;0;0;"Other_group_quarters";"Non-institutional_GQ_(1940_1950_1990)";"Non-Farm";"Rented";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"Other_non-relatives";"Female";"White";"Never_married_single";"3";"No_not_in_school";"Grade_11";"Not_enrolled";"Not_in_labor_force";"No_not_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"No";"0";"Moved_place_not_reported";"0";"No_Service";"P"
350000;0;46378;17;7;45;41;80;46138;45438;0;0;0;0;313;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"2";"1";"5";"3";"0";"1";"0";"Head_Householder";"Male";"White";"Married_spouse_present";"No_children";"No_not_in_school";"4+_years_of_college";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"Yes";"0";"Moved_place_not_reported";"2";"No_Service";"P"
350000;0;91000;13;13;51;26;72;19000;19000;0;0;0;0;501;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"3";"1";"0";"1";"0";"Spouse";"Female";"White";"Married_spouse_present";"No_children";"No_not_in_school";"4+_years_of_college";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"27-39_weeks";"35-39_hours";"Never_worked";"Yes";"0";"Moved_place_not_reported";"0";"No_Service";"P"
999999;462;12260;99;99;58;10;19;12260;12260;0;0;0;0;190;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"Head_Householder";"Male";"White";"Never_married_single";"No_children";"No_not_in_school";"Grade_12";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"40-47_weeks";"49-59_hours";"Never_worked";"Yes";"0";"Same_house";"6";"No_Service";"N"
999999;675;5500;99;99;57;18;19;5500;0;5500;0;0;0;85;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"Head_Householder";"Male";"Black_Negro";"Divorced";"No_children";"No_not_in_school";"1_to_3_years_of_college";"Not_enrolled";"Not_in_labor_force";"No_not_in_labor_force";"Self-employed";"48-49_weeks";"40_hours";"Worked_previous_yr";"Yes";"0";"Same_house";"2";"Yes";"P"
999999;875;45122;99;99;43;25;48;45122;45000;0;0;0;0;501;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"Head_Householder";"Male";"White";"Divorced";"No_children";"No_not_in_school";"4+_years_of_college";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"Yes";"0";"Moved_place_not_reported";"6";"No_Service";"P"
999999;412;0;99;99;30;0;0;0;0;0;0;0;0;1;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"Partner_friend_visitor";"Female";"White";"Never_married_single";"3";"Yes_in_school";"Grade_9";"Public_school";"Not_in_labor_force";"No_not_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"No";"0";"Moved_place_not_reported";"0";"No_Service";"P"
999999;1000;87100;6;6;39;41;68;50000;45000;0;0;0;0;501;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"2";"1";"3";"1";"0";"1";"0";"Head_Householder";"Male";"White";"Married_spouse_present";"No_children";"No_not_in_school";"Grade_12";"Not_enrolled";"Employed";"Yes_in_labor_force";"Self-employed";"50-52_weeks";"49-59_hours";"Never_worked";"Yes";"0";"Moved_place_not_reported";"1";"No_Service";"P"
187500;0;74595;99;99;19;24;47;1091;1091;0;0;0;0;501;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"1";"1";"1";"2";"0";"1";"1";"0";"1";"0";"0";"4";"0";"0";"1";"1";"Child";"Male";"White";"Never_married_single";"No_children";"Yes_in_school";"1_to_3_years_of_college";"Public_school";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"14-26_weeks";"35-39_hours";"Never_worked";"Yes";"0";"Same_house";"0";"No_Service";"P"
95000;0;20000;99;99;1;0;0;0;999999;999999;99999;99999;99999;135;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"1";"1";"1";"2";"0";"1";"1";"0";"1";"0";"0";"5";"0";"0";"1";"2";"Child";"Female";"Black_Negro";"Never_married_single";"No_children";"No_not_in_school";"1_to_3_years_of_college";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"Yes";"999999";"Moved_place_not_reported";"0";"No_Service";"P"
4e+05;0;254119;99;99;45;36;66;220516;195516;0;0;0;0;501;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"Partner_friend_visitor";"Female";"White";"Divorced";"2__children";"No_not_in_school";"Grade_12";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"Yes";"0";"Same_house";"0";"No_Service";"P"
275000;0;34400;99;99;5;0;0;0;999999;999999;99999;99999;99999;345;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"1";"1";"1";"2";"0";"1";"1";"0";"1";"0";"0";"3";"0";"0";"1";"0";"Child";"Male";"Chinese";"Never_married_single";"No_children";"Yes_in_school";"None_or_preschool";"Private_school_(19601990)";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"Yes";"999999";"Moved_place_not_reported";"0";"No_Service";"P"
225000;0;5000;99;99;54;20;8;5000;5000;0;0;0;0;78;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"Head_Householder";"Male";"White";"Never_married_single";"No_children";"No_not_in_school";"Grade_5-8";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"27-39_weeks";"1-14_hours";"Never_worked";"Yes";"0";"Same_house";"7";"No_Service";"P"
4e+05;0;136100;99;99;44;33;76;82100;82000;0;0;0;0;501;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"2";"0";"0";"1";"0";"Head_Householder";"Male";"White";"Married_spouse_present";"No_children";"No_not_in_school";"4+_years_of_college";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"27-39_weeks";"40_hours";"Never_worked";"Yes";"0";"Same_house";"5";"Yes";"N"
